bidderID;asin;bidorBuy;unixBidTime;bidTime
7601;16458;0.0;1621800908.0;24 May 2021 at 4:15:08am PDT
7601;16458;0.0;1621800906.0;24 May 2021 at 4:15:06am PDT
7601;16458;0.0;1621800904.0;24 May 2021 at 4:15:04am PDT
7601;16458;0.0;1621800902.0;24 May 2021 at 4:15:02am PDT
7601;16458;0.0;1621800900.0;24 May 2021 at 4:15:00am PDT
7601;16458;0.0;1621445378.0;20 May 2021 at 1:29:38am PDT
7528;16458;0.0;1621806144.0;24 May 2021 at 5:42:24am PDT
7528;16458;0.0;1621805981.0;24 May 2021 at 5:39:41am PDT
2019;16458;0.0;1621810691.0;24 May 2021 at 6:58:11am PDT
7732;16342;0.0;1621110746.0;16 May 2021 at 4:32:26pm PDT
7732;16342;0.0;1621110743.0;16 May 2021 at 4:32:23pm PDT
7732;16342;0.0;1621110740.0;16 May 2021 at 4:32:20pm PDT
7732;16342;0.0;1621110736.0;16 May 2021 at 4:32:16pm PDT
7732;16342;0.0;1621110733.0;16 May 2021 at 4:32:13pm PDT
7732;16342;0.0;1621110730.0;16 May 2021 at 4:32:10pm PDT
7732;16342;0.0;1621110719.0;16 May 2021 at 4:31:59pm PDT
7732;16342;0.0;1621110714.0;16 May 2021 at 4:31:54pm PDT
7732;16342;0.0;1621110712.0;16 May 2021 at 4:31:52pm PDT
7732;16342;0.0;1621110709.0;16 May 2021 at 4:31:49pm PDT
7732;16342;0.0;1621110706.0;16 May 2021 at 4:31:46pm PDT
7732;16342;0.0;1621110704.0;16 May 2021 at 4:31:44pm PDT
7732;16342;0.0;1621110701.0;16 May 2021 at 4:31:41pm PDT
7732;16342;0.0;1621110697.0;16 May 2021 at 4:31:37pm PDT
6122;43998;0.0;1619829627.0;1 May 2021 at 8:40:27am PDT
6122;43998;0.0;1619829619.0;1 May 2021 at 8:40:19am PDT
6122;43998;0.0;1619829609.0;1 May 2021 at 8:40:09am PDT
6122;43998;0.0;1619829576.0;1 May 2021 at 8:39:36am PDT
6122;43998;0.0;1619829561.0;1 May 2021 at 8:39:21am PDT
6122;43998;0.0;1619829557.0;1 May 2021 at 8:39:17am PDT
6122;43998;0.0;1619829551.0;1 May 2021 at 8:39:11am PDT
6122;43998;0.0;1619829542.0;1 May 2021 at 8:39:02am PDT
6122;43998;0.0;1619829323.0;1 May 2021 at 8:35:23am PDT
6122;43998;0.0;1619751961.0;30 Apr 2021 at 11:06:01am PDT
6122;43998;0.0;1619746080.0;30 Apr 2021 at 9:28:00pm PDT
6122;43998;0.0;1619746064.0;30 Apr 2021 at 9:27:44pm PDT
6122;43998;0.0;1619745247.0;30 Apr 2021 at 9:14:07pm PDT
3999;43998;0.0;1619307390.0;25 Apr 2021 at 7:36:30pm PDT
1719;19425;0.0;1619313499.0;25 Apr 2021 at 9:18:19am PDT
1159;19425;0.0;1619054505.0;22 Apr 2021 at 9:21:45am PDT
1159;19425;0.0;1619054502.0;22 Apr 2021 at 9:21:42am PDT
1159;19425;0.0;1619054460.0;22 Apr 2021 at 9:21:00am PDT
923;19425;0.0;1619121222.0;23 Apr 2021 at 3:53:42am PDT
923;19425;0.0;1619121219.0;23 Apr 2021 at 3:53:39am PDT
